Country,DHScode,FIPScode,ISOcode,SurveyYear,SurveyType,EDEDUCMCPR,EDEDUCMCSC,EDEDUCMDKM,EDEDUCMHGH,EDEDUCMNED,EDEDUCMPRI,EDEDUCMSEH,EDEDUCMSPR,EDEDUCMSSC,EDEDUCMTOT,EDEDUCWCPR,EDEDUCWCSC,EDEDUCWDKM,EDEDUCWHGH,EDEDUCWMYR,EDEDUCWNED,EDEDUCWNUM,EDEDUCWPRI,EDEDUCWSEH,EDEDUCWSPR,EDEDUCWSSC,EDEDUCWTOT,EDEDUCWUNW,EDGARPBBTH,EDGARPMMAL,EDGARPWFEM,EDGARSBBTH,EDGARSBGPI,EDGARSMMAL,EDGARSWFEM
Kenya,KE,KE,,1998,DHS,Yes,Yes,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-
