Country,DHScode,FIPScode,ISOcode,SurveyYear,SurveyType,CHVACCCBAS,CMECMRCCMR,CMECMRCIMR,CMECMRCNNR,CMECMRCPNR,CMECMRCU5M,CNNUTSCHA2,CNNUTSCWA2,CNNUTSCWH2,EDEDUCMCPR,EDEDUCMCSC,EDEDUCMSPR,EDEDUCMSSC,EDEDUCWCPR,EDEDUCWCSC,EDEDUCWSPR,EDEDUCWSSC
Kenya,KE,KE,,2003,DHS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
