Country,DHScode,FIPScode,ISOcode,SurveyYear,SurveyType,CHVACCCBAS,CMECMTCCMR,CMECMTCIMR,CMECMTCNNR,CMECMTCPNR,CMECMTCU5M,CNNUTSCHA2,CNNUTSCWA2,CNNUTSCWH2,EDEDATMCPR,EDEDATMCSC,EDEDATMSPR,EDEDATMSSC,EDEDATWCPR,EDEDATWCSC,EDEDATWSPR,EDEDATWSSC
Kenya,KE,KE,,1993,DHS,Yes,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
