Country,DHScode,FIPScode,ISOcode,SurveyYear,SurveyType,EDEDUCMCPR,EDEDUCMCSC,EDEDUCMDKM,EDEDUCMHGH,EDEDUCMNED,EDEDUCMPRI,EDEDUCMSPR,EDEDUCMSSC,EDEDUCMTOT,EDEDUCWCPR,EDEDUCWCSC,EDEDUCWDKM,EDEDUCWHGH,EDEDUCWMYR,EDEDUCWNED,EDEDUCWNUM,EDEDUCWPRI,EDEDUCWSEH,EDEDUCWSPR,EDEDUCWSSC,EDEDUCWTOT,EDEDUCWUNW,EDGARPBBTH,EDGARPBGPI,EDGARPMMAL,EDGARPWFEM,EDGARSBBTH,EDGARSBGPI,EDGARSMMAL,EDGARSWFEM
Kenya,KE,KE,,2022,DHS,Yes,Yes,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
